thrust,tau_x,tau_y,tau_z,arm_time
12.846919059753418,-0.009855818003416061,0.00986445788294077,-7.847299698937604e-09,6289.07373046875
12.519537925720215,-0.010491647757589817,0.01050189696252346,-7.406345314819873e-09,4341.69873046875
12.573723793029785,-0.011127146892249584,-0.018386945128440857,-7.015235059526503e-09,3374.154052734375
12.543563842773438,-0.011761865578591824,0.02009696327149868,-6.715345612917645e-09,2891.876953125
12.886199951171875,-0.012397447600960732,0.02090878039598465,-6.4836336299833874e-09,4340.03662109375
12.548917770385742,-0.013032105751335621,0.013050888665020466,-1.64416424919267e-09,4340.40283203125
12.632000923156738,-0.013046927750110626,0.01321626640856266,-7.575534510806392e-08,3858.2998046875
12.563472747802734,-0.014300771988928318,0.014325159601867199,2.1515873527278018e-09,3374.85888671875
12.533394813537598,-0.013980536721646786,0.015856938436627388,-6.447081091209839e-08,2890.61376953125
12.485836029052734,-0.013552321121096611,0.016142940148711205,-1.404427791840135e-07,3375.77099609375
12.423909187316895,-0.013029085472226143,0.0158099215477705,-1.9330548184370855e-07,3374.3369140625
12.360540390014648,-0.012422097846865654,0.015481689013540745,-2.1737238853347662e-07,3375.7470703125
12.294563293457031,-0.011762699112296104,0.01513588335365057,-2.0935384270615032e-07,3374.5859375
12.227834701538086,-0.011021208018064499,0.014746556989848614,-1.6993226381600834e-07,3376.598876953125
12.16028118133545,-0.010208445601165295,0.014324461109936237,-9.737080119975872e-08,3375.473876953125
12.092158317565918,-0.009358234703540802,0.013833185657858849,1.19679883781032e-08,3377.453857421875
12.023825645446777,-0.008501593954861164,0.013272905722260475,1.578050472517134e-07,3376.928955078125
11.955690383911133,-0.0076430365443229675,0.012665273621678352,3.365784095876734e-07,3376.239013671875
11.888049125671387,-0.006768874824047089,0.012035124935209751,5.39540451427456e-07,3379.226806640625
11.821136474609375,-0.005881603807210922,0.011396470479667187,7.497169463022146e-07,3378.843017578125
11.755130767822266,-0.0050162095576524734,0.010744135826826096,9.48536865053029e-07,3379.27490234375
11.689455032348633,-0.004184028133749962,0.010058346204459667,1.1414051641622791e-06,3376.826904296875
11.624429702758789,-0.003389952704310417,0.00934904720634222,1.3276984418553184e-06,3380.603759765625
11.560293197631836,-0.002605527639389038,0.008643323555588722,1.4957224721001694e-06,3380.366943359375
11.497217178344727,-0.0018184948712587357,0.00795905664563179,1.6133074041135842e-06,3378.27001953125
11.43532657623291,-0.001062275841832161,0.007286040112376213,1.6489242398165516e-06,3379.15185546875
11.373993873596191,-0.0003578700125217438,0.00658755749464035,1.6278630710075959e-06,3378.908935546875
11.313507080078125,0.0002794656902551651,0.005867771804332733,1.56565999986924e-06,3379.262939453125
11.254067420959473,0.0008859355002641678,0.00515800341963768,1.4643588883700431e-06,3381.200927734375
11.195813179016113,0.0014948789030313492,0.004486540332436562,1.2879347650596173e-06,3378.755859375
11.138840675354004,0.002087034285068512,0.0038472898304462433,9.91320121102035e-07,3381.19775390625
11.083218574523926,0.0026076585054397583,0.003209151327610016,5.734776777899242e-07,3379.6318359375
11.028992652893066,0.00303027406334877,0.002556903287768364,8.283865327030071e-08,3380.904052734375
10.976191520690918,0.00338948518037796,0.0019135978072881699,-4.383454097478534e-07,3380.000732421875
10.924180030822754,0.003763573244214058,0.0013001374900341034,-9.72226644080365e-07,3380.3310546875
10.873178482055664,0.004153117537498474,0.0007284302264451981,-1.5836535567359533e-06,3380.096923828125
10.82334041595459,0.004505854099988937,0.00016961991786956787,-2.297263790751458e-06,3378.728759765625
10.774775505065918,0.0047727711498737335,-0.00040664151310920715,-3.062126779695973e-06,3378.321044921875
10.727553367614746,0.004963751882314682,-0.0009921155869960785,-3.8040441268094582e-06,3380.76904296875
10.681098937988281,0.005153808742761612,-0.0015618689358234406,-4.477704351302236e-06,3379.535888671875
10.635637283325195,0.005372956395149231,-0.002082720398902893,-5.147663159732474e-06,3378.101806640625
10.591322898864746,0.005592085421085358,-0.0025697611272335052,-5.868212610948831e-06,3379.118896484375
10.548251152038574,0.005753304809331894,-0.0030642785131931305,-6.612066044908715e-06,3377.396728515625
10.50648021697998,0.005835868418216705,-0.0035824477672576904,-7.28938994143391e-06,3378.4169921875
10.466041564941406,0.0058804526925086975,-0.0040948353707790375,-7.838634701329283e-06,3376.71875
10.426957130432129,0.005941946059465408,-0.004558272659778595,-8.28462179924827e-06,3378.5908203125
10.388699531555176,0.006041541695594788,-0.00497884675860405,-8.68171173351584e-06,3379.493896484375
10.351446151733398,0.006131354719400406,-0.005388747900724411,-9.055042028194293e-06,3379.35595703125
10.315321922302246,0.006163295358419418,-0.005824726074934006,-9.343087185698096e-06,3378.3779296875
10.280401229858398,0.0061422474682331085,-0.00628247857093811,-9.460655746806879e-06,3380.8798828125
10.247153282165527,0.006119459867477417,-0.006719842553138733,-9.38665289140772e-06,2895.531005859375
10.214774131774902,0.006133008748292923,-0.007100850343704224,-9.178944310406223e-06,2895.803955078125
10.183650970458984,0.006170231848955154,-0.007437273859977722,-8.89917828317266e-06,2894.3369140625
10.153358459472656,0.006190825253725052,-0.007784675806760788,-8.535836968803778e-06,2894.531982421875
10.124045372009277,0.006164204329252243,-0.008166737854480743,-8.019352208066266e-06,2897.14794921875
10.09581470489502,0.006111178547143936,-0.00856248289346695,-7.2929260568344034e-06,2895.716796875
10.068724632263184,0.006078559905290604,-0.008926376700401306,-6.37251241641934e-06,2896.5029296875
10.04281234741211,0.006087839603424072,-0.00923636183142662,-5.325600795913488e-06,2895.455810546875
