thrust,tau_x,tau_y,tau_z,arm_time
15.444525718688965,-0.009758166037499905,0.009766883216798306,0.0,920.0491943359375
15.12285041809082,-0.010387693531811237,0.010397644713521004,0.0,905.4390869140625
15.185635566711426,-0.011017115786671638,-0.018497345969080925,0.0,905.3490600585938
15.161605834960938,-0.01164623536169529,0.019981179386377335,0.0,903.6390380859375
15.512537956237793,-0.012274687178432941,0.02078562043607235,0.0,904.26904296875
15.181058883666992,-0.012903268449008465,0.012921840883791447,0.0,905.1690673828125
15.219010353088379,-0.012918084859848022,0.013084648177027702,0.0,904.3290405273438
15.16506290435791,-0.012670113705098629,0.012745467945933342,0.0,904.3590698242188
15.064781188964844,-0.012274414300918579,0.012133811600506306,0.0,905.1690673828125
14.935567855834961,-0.011762998066842556,0.011349919252097607,0.0,904.779052734375
14.797613143920898,-0.011160408146679401,0.010772718116641045,0.0,904.0889892578125
14.653800010681152,-0.010507564060389996,0.0102674076333642,0.0,903.9990234375
14.507057189941406,-0.009821673855185509,0.00980579387396574,0.0,904.2990112304688
14.358951568603516,-0.009106929413974285,0.009365368634462357,0.0,905.1390380859375
14.21058464050293,-0.008392632938921452,0.008942969143390656,0.0,904.3290405273438
14.0628080368042,-0.0077098580077290535,0.008525602519512177,0.0,904.779052734375
13.916278839111328,-0.007056430913507938,0.008121301420032978,0.0,904.239013671875
13.773076057434082,-0.006431074813008308,0.007760273292660713,0.0,904.3890380859375
13.633066177368164,-0.005829689092934132,0.00743871508166194,0.0,904.0889892578125
13.494586944580078,-0.005264893174171448,0.007118444889783859,0.0,903.5490112304688
13.358115196228027,-0.0047646877355873585,0.006785237230360508,0.0,903.7890014648438
13.223980903625488,-0.004305877257138491,0.006458010990172625,0.0,904.1190795898438
13.09389877319336,-0.0038682559970766306,0.006170640233904123,0.0,904.8390502929688
12.967495918273926,-0.0034493119455873966,0.005915000569075346,0.0,903.9990234375
12.843060493469238,-0.003072806168347597,0.00564979575574398,0.0,903.7890014648438
12.720916748046875,-0.0027643239591270685,0.005360538139939308,0.0,904.239013671875
