px,py,pz,vx,vy,vz,roll,pitch,yaw,wx,wy,wz
4.977423537678326e-11,5.736115024268315e-08,0.07999999998505711,2.3331097571733466e-09,4.739545025432828e-10,0.00999999896670739,-8.059349761526012e-11,4.3715656446467323e-10,1.2828413864195755e-10,-8.341383567049133e-09,3.388591215032847e-08,-3.221335327809482e-09
-6.700756155841642e-05,5.73560764135214e-08,0.07995812025897994,-0.006704266606332984,-5.067770944402931e-10,-0.004182358609342003,1.6450244789691124e-11,-0.0008375946180043845,1.0300211558229819e-10,9.703317606960536e-09,-0.08375951042149453,-2.530589617935445e-09
-4.674665903980146e-05,5.735659022415759e-08,0.0800292121723466,0.002030244985173688,5.11775143889471e-11,0.007108005953249241,-4.981224746222758e-12,-0.0005844657312319973,8.299655604016144e-11,-2.144569624668536e-09,0.02531288882346193,-2.000700623037139e-09
-2.648575609943661e-05,5.7356997163166846e-08,0.0791203041315677,0.001995974711095793,3.946939643969898e-11,-0.09089147040706011,1.1976730252446196e-11,-0.00033133684514073035,6.708578721626467e-11,1.6950669432889748e-09,0.025312888744285347,-1.5911652665712504e-09
2.471674654861596e-08,5.7869846715184565e-08,0.08000000437598125,-2.2669883488082695e-09,3.855036877881888e-10,0.009999998950846398,-6.645908119547202e-11,-4.811705603786813e-10,2.6241659312665607e-08,-5.823091292971678e-09,-2.6483697699901627e-08,-1.3231920475064575e-09
1.9498054586085394e-08,5.3717792433291146e-08,0.07940086512506435,-1.3546546927262363e-07,9.493872428847906e-08,-0.05991392509517277,-8.514617229725138e-06,6.449314365118966e-06,2.599256940683807e-08,-0.0008514550769892216,0.000644979553676176,-2.216309214055421e-08
-4.964397689917612e-07,-6.27435278858473e-07,0.07999999999587613,4.833686193705782e-10,1.3220463684349736e-09,0.009999999426804435,-2.512066114503754e-10,6.207542511920131e-11,2.6052626921350164e-08,-1.89637830828827e-08,1.3824972519215493e-09,3.2213951651923223e-09
-4.964391981777225e-07,-9.76137081866872e-06,0.0799942913008336,3.292157369801026e-11,-0.0009134587265787909,-0.0005707652136852564,0.00011417397698379662,2.903911155438756e-11,2.6078177553217425e-08,0.011417422832796943,-3.308045598798009e-09,2.555409838970215e-09
-4.96437487628806e-07,-4.412200634149906e-06,0.08000236579343556,1.8476793819831023e-10,0.0005349552217174779,0.0008074239514125046,4.73141048126594e-05,2.2448688907877558e-11,2.609905246572079e-08,-0.006685987221171408,-6.617441790092214e-10,2.087544590950545e-09
-5.053221726990647e-07,8.670504835019015e-07,0.07993119954722151,-7.344638135173033e-07,0.0005282974731609303,-0.00711659700667484,-5.2322851696472495e-05,2.163821115069745e-05,2.5888282367259603e-08,-0.009963695658928065,0.002163818873016418,-1.5657999353691964e-08
