0,1,2,3,4,5,6,7,8,9,10,11
2.4699060638077557e-08,2.5098029480772655e-08,0.07912000440262852,-1.8354351856777093e-09,4.5280607412635045e-10,-0.0879999973352729,-6.943857801770775e-11,-7.587422580987222e-10,2.628168417001079e-08,-2.9868561301791037e-10,-2.77571693655937e-08,4.001457543411732e-09
2.472852072967629e-08,2.509699590281799e-08,0.07999999998505711,-2.333157054649585e-09,4.739615488059172e-10,0.009999998966707349,-8.058781084897656e-11,-4.3716496010770764e-10,2.6313897454472127e-08,-8.341489554354115e-09,-3.3886493791238124e-08,3.221328368599626e-09
2.669838113987103e-05,2.0940692271079792e-08,0.07940239281793153,-0.001986138282609701,1.1784471892037217e-07,-0.06268260972082625,-8.504543201109475e-06,0.0003376925524957777,2.775670101698907e-08,-0.0008504538870894578,-0.024677317997794046,3.481687178358765e-08
-3.081010779440276e-07,-6.70454916735932e-07,0.07990291032517988,1.4462445170919275e-06,-9.188641084737712e-07,-0.009709423004692566,-2.4029466951881255e-05,1.8340372303751166e-05,3.304184518258034e-09,-0.002402943123079759,0.001834010560609454,2.290570578915891e-07
-4.717843121535823e-06,-6.4629934222473165e-06,0.08002072678430124,-0.00014734942863442807,-0.00019380839450969576,-0.001747208228764201,-3.9444301595361075e-05,3.0054858671185185e-05,7.683797333303315e-09,-0.0034892393970982673,0.002654277328074917,3.040807739010197e-07
-1.2592798064809634e-05,-1.6813869389185514e-05,0.08000000070056214,-0.0006413210216633042,-0.0008433102665363038,0.005096767951962535,1.3988207044772731e-11,6.3772054131258036e-12,1.2251811210257346e-08,0.010541024296176814,-0.008016243973000685,5.4097922622848126e-09
-1.9016009711666024e-05,-2.5240550653295523e-05,0.08001567149067211,-0.0006422571712793845,-0.0008425536219715118,0.0015671668056150532,7.306094631141804e-05,-4.084246128291704e-05,1.2452460520634127e-08,0.007306093235980785,-0.004084246765847003,1.6926442653751378e-07
-2.5489408917853496e-05,-3.3727559116100224e-05,0.07999869824913233,-0.0006474079351506363,-0.0008488938324248575,-0.0016972016997857913,0.00011371115736583604,-4.006411656700545e-05,1.5622329284870704e-08,0.004065021118824708,7.783450087000231e-05,3.097182208579039e-07
-1.9110491868578384e-05,-2.5802009580324647e-05,0.07996658034956079,0.0003176113323420157,0.0003921787776434421,-0.0036602282851339934,-1.9497473719240877e-05,7.288436058160436e-05,1.2263174786824655e-08,-0.008315624639558108,0.007288436859147519,-3.9703496186697194e-07
-2.0779344195580185e-05,-2.7361900658420387e-05,0.08000260115622335,-0.00016707263175630408,-0.00015598910724287058,0.0036020719804101113,-2.0031808534193444e-11,5.2024659985929984e-05,1.3884146000439781e-08,0.0019497453796577318,-0.0020859700624021407,1.4176152806563648e-07
-2.242087696993976e-05,-2.8939390903880868e-05,0.07999253598420912,-0.00016408948058996723,-0.0001577299218916106,-0.0010065305976964243,-1.897627427961568e-05,6.338580352752791e-05,1.5120902993649922e-08,-0.001897625431975897,0.0011361143529985435,1.344553192954751e-07
-2.7395135105319718e-05,-3.199350362132406e-05,0.07996250960213935,-0.0002478221595289982,-0.00015350309272248953,-0.003910065150620567,-2.2700470981225282e-05,3.2633928223897794e-05,1.7840623205652366e-08,-0.0022700460551414925,4.313941159836539e-05,1.228522391938544e-07
-3.238349442465809e-05,-3.698478948467293e-05,0.08000000001127947,2.4344900372482594e-05,-0.00013441068421648285,0.0010983202017674362,-1.1397687280820024e-11,5.2358204169349e-13,6.99163214370047e-10,0.00168012132699596,0.0003043116167744656,-6.836557811909026e-09
-3.238349442465809e-05,-3.698478948467293e-05,0.08000000001127947,2.4344900372482594e-05,-0.00013441068421648285,0.0010983202017674362,-1.1397687280820024e-11,5.2358204169349e-13,6.99163214370047e-10,0.00168012132699596,0.0003043116167744656,-6.836557811909026e-09
-3.215875337542504e-05,-3.834649172957434e-05,0.0799618546508997,2.2611321381884962e-05,-0.000136069204837924,-0.003814538831903023,-2.6482662027480563e-05,3.5971110329162654e-05,-2.479597141480494e-08,-0.0026482650172796884,0.003597111014704891,-2.5018829052234577e-06
-3.792545579663365e-05,-4.2599476880195214e-05,0.07998881920452781,-0.000288900699090974,-0.00021341554346436016,-0.0011180904744120732,-1.723883947188764e-05,-2.3000729538944044e-06,-3.657792288601027e-08,-0.0017238832715822199,-0.00023000763667343466,-1.2315181425213028e-06
-3.7741449220952845e-05,-4.3978588960260266e-05,0.08000000001171571,1.840066248175929e-05,-0.00013791120828448016,0.001118080719166691,-1.1233668522511867e-11,1.3004824613396636e-12,-3.659893360343891e-08,0.0017238828355979768,0.00023000742380253396,-1.185398824356667e-10
-4.066001826550286e-05,-4.781235363051382e-05,0.08000000009579894,-0.00030831636466183707,-0.00024353483378293116,0.003764903678650091,-6.752067215192527e-12,1.4085605760310186e-12,-5.67434988527779e-08,0.0030441466788451504,-0.003853907091656007,4.6546053737022625e-09
-4.3754712678325244e-05,-5.026536828107862e-05,0.07998856382239511,-0.00030947126329510443,-0.00024527955813584976,-0.0011436315460288484,-1.917445059806233e-05,-1.6081179600151274e-06,-6.960577677903758e-08,-0.0019174443856924612,-0.00016081192452611784,-1.2877695334383483e-06
-4.351619433080394e-05,-5.335228756654926e-05,0.07996274404495447,1.1129838778794865e-05,-0.00015518842439391376,-0.0037256009930733973,-2.879703521838193e-05,3.8380100241691096e-05,-7.45290256544414e-08,-0.0028797023201050376,0.003838009865558523,-4.354284403643353e-07
-4.6586639482869453e-05,-5.565607838526934e-05,0.08000000009141887,-0.0003070444983414342,-0.00023037910509113567,0.0037256046470948855,-6.31649125624862e-12,1.9157674745397146e-12,-7.39324897848407e-08,0.002879702895431144,-0.00383800983592547,4.391922582889869e-09
-4.9668162475305236e-05,-5.797762141548919e-05,0.079988320911253,-0.00030815365622117205,-0.0002321305682731044,-0.001167922376204104,-2.0342169046108782e-05,-1.1768929666232795e-06,-7.553894474413579e-08,-0.0020342162731264426,-0.00011768948660506126,-1.618425260335936e-07
-4.950195608929801e-05,-6.125581320067037e-05,0.0799633935173486,7.37344642171979e-06,-0.0001649454214509466,-0.0036606556704980734,-3.707565694758491e-05,4.588610528223778e-05,-1.2903917431269075e-07,-0.0037075643064274325,0.004588610390433559,-5.263679491924433e-06
-5.617683363603757e-05,-6.720967139160045e-05,0.07998939390368555,-0.00033426322602012645,-0.0002987385545442612,-0.0010818085970477824,-2.2852125463830254e-05,8.576771661489512e-06,-1.4374437281870053e-07,-0.002285210613232843,0.000434136462568734,-1.7123158053543623e-06
-5.6862994585075965e-05,-6.89432235824979e-05,0.08000005917248317,-6.861607082165387e-05,-0.00017335649076404802,0.0010665266753700827,-1.1830311527803796e-06,1.0475830034925283e-11,-1.4383727931734087e-07,0.00216690943210931,-0.000857676128965771,-1.9597842761780968e-08
-5.757112821098217e-05,-7.070189927827477e-05,0.07996284598219965,-7.066171743710372e-05,-0.00017570676300454027,-0.0037213295070777815,-4.321538530308294e-05,4.074238524967101e-05,-1.6877070936031437e-07,-0.004203235364856765,0.0040742375331937,-2.402898158078068e-06
